id,title
736256,topic driven multi document summarization with encyclopedic knowledge and spreading activation
736257,a discriminative candidate generator for string transformations
736258,complexity of finding the bleu optimal hypothesis in a confusion network
736259,coarse to fine syntactic machine translation using language projections
736260,cocqa co training over questions and answers with an application to predicting question subjectivity orientation
736261,a phrase based alignment model for natural language inference
736262,indirect hmm based hypothesis alignment for combining outputs from machine translation systems
736263,multimodal subjectivity analysis of multiparty conversation
736264,cheap and fast   but is it good evaluating non expert annotations for natural language tasks
736265,refining generative language models using discriminative learning
736266,two languages are better than one for syntactic parsing
736267,n gram weighting reducing training data mismatch in cross domain language model estimation
736268,maximum entropy based rule selection model for syntax based statistical machine translation
736269,learning to predict code switching points
736270,construction of an idiom corpus and its application to idiom identification based on wsd incorporating idiom specific features
736271,better binarization for the cky parsing
736272,scalable language processing algorithms for the masses a case study in computing word co occurrence matrices with mapreduce
736273,improving interactive machine translation via mouse actions
736274,bayesian unsupervised topic segmentation
736276,phrase translation probabilities with itg priors and smoothing as learning objective
736277,acquiring domain specific dialog information from task oriented human human interaction through an unsupervised learning
736278,revealing the structure of medical dictations with conditional random fields
736279,stacking dependency parsers
736280,improving chinese semantic role classification with hierarchical feature selection strategy
736281,seeded discovery of base relations in large corpora
736282,multilingual subjectivity analysis using machine translation
736283,transliteration as constrained optimization
736285,question classification using head words and their hypernyms
736286,ltag dependency parsing with bidirectional incremental construction
736287,a simple and effective hierarchical phrase reordering model
736288,unsupervised multilingual learning for pos tagging
736289,using bilingual knowledge and ensemble techniques for unsupervised chinese sentiment analysis
736290,relative rank statistics for dialog analysis
736291,computing word pair antonymy
736294,adapting a lexicalized grammar parser to contrasting domains
736295,htm a topic model for hypertexts
736296,a generative model for parsing natural language to meaning representations
736297,ranking reader emotions using pairwise loss minimization and emotional distribution regression
736298,an exploration of document impact on graph based multi document summarization
736299,selecting sentences for answering complex questions
736300,probabilistic inference for machine translation
736301,summarizing spoken and written conversations
736302,decomposability of translation metrics for improved evaluation and efficient algorithms
736303,specialized models and ranking for coreference resolution
736304,seed and grow augmenting statistically generated summary sentences using schematic word patterns
736305,an analysis of active learning strategies for sequence labeling tasks
736306,language and translation model adaptation using comparable corpora
736307,studying the history of ideas using topic models
736309,learning with probabilistic features for improved pipeline models
736310,triplet lexicon models for statistical machine translation
736311,a dependency based word subsequence kernel
217034,on the pseudorandomness of the aes finalists   rc6 and serpent
217043,new constructions for secure hash functions
217045,high speed pseudorandom number generation with small memory
217050,cryptanalysis of twoprime
217052,mercy a fast large block cipher for disk sector encryption
217067,bitslice ciphers and power analysis attacks
217080,on the construction of variable input length ciphers
217092,serpent a new block cipher proposal
217094,miss in the middle attacks on idea and khufu
217150,ciphertext only reconstruction of stream ciphers based on combination generators
217154,jeroboam
217164,a simple algorithm for fast correlation attacks on stream ciphers
217165,on the security of double and 2 key triple modes of operation
217167,non cryptographic primitive for pseudorandom permutation
217171,scramble all encrypt small
217182,unforgeable encryption and chosen ciphertext secure modes of operation
217186,cryptanalytic attacks on pseudorandom number generators
217236,securing the aes finalists against power analysis attacks
217237,a low complexity and high performance algorithm for the fast correlation attack
217254,about feistel schemes with six or more rounds
217255,towards making luby rackoff ciphers optimal and practical
217256,imprimitive permutation groups and trapdoors in iterated block ciphers
217280,differential cryptanalysis of the ice encryption algorithm
217288,mrd hashing
217303,monkey black box symmetric ciphers designed for monopolizing keys
217310,the software oriented stream cipher ssc2
217312,on the security of cs cipher
217386,a unified approach to related key attacks
217388,improved indifferentiability security analysis of chopmd hash function
217390,swifft a modest proposal for fft hashing
217395,new techniques for cryptanalysis of hash functions and improved attacks on snefru
217399,how to encrypt with a malicious random number generator
95046,knowledge based extraction of named entities
95047,expertise identification using email communications
95049,mining officially unrecognized side effects of drugs by combining web search and machine learning
95050,securing xml data in third party distribution systems
95051,incremental test collections
95052,misuse detection for information retrieval systems
95053,locking objects and classes in multiversion object oriented databases
95054,xmas an extensible main memory storage system
95055,personal ontologies for web navigation
95056,mining fuzzy association rules
95058,a new cache replacement algorithm for the integration of web caching and prefectching
95059,a spatial match representation scheme for indexing and querying in iconic image databases
95060, adaptively monitoring the recent change of frequent itemsets over online data streams
95061,a geometric interpretation and analysis of r precision
95064,on the development of a site selection optimizer for distributed and parallel database systems
95065,a general method for spatial reasoning in spatial databases
95067,towards maintaining consistency of spatial databases
95068,obsolescent materialized views in query processing of enterprise information systems
95069,a unified model for metasearch pooling and system evaluation
95070,mining knowledge at multiple concept levels
95072,real time user context modeling for information retrieval agents
95073,hierarchical graph indexing
95074,processing queries for first few answers
95075,managing trust in a peer 2 peer information system
95076,using titles and category names from editor driven taxonomies for automatic evaluation
95077,building xml statistics for the hidden web
95078,an iterative approach for rules and data allocation in distributed deductive database systems
95079,collection oriented match
95080,on efficient storage space distribution among materialized views and indices in data warehousing environments
95081,a system for knowledge management in bioinformatics
95083,bootstrapping for hierarchical document classification
95084,redundant documents and search effectiveness
95085,haystack per user information environments
95086,swam a family of access methods for similarity search in peer to peer data networks
95087,internet scale string attribute publishsubscribe data networks
95088,approximate searches k neighbors  precision
95090,an access control model for video database systems
95091,online algorithms for finding profile association rules
95092,enhanced nested inherited index for oodbms
95093,on disk caching of web objects in proxy servers
95094,using speculation to reduce server load and service time on the www
95095,protein structure alignment using geometrical features
95096,efficient availability mechanisms in distributed databases systems
95097,predicting accuracy of extracting information from unstructured text collections
95099,mining all maximal frequent word sequences in a set of sentences
95100,hyperthesis the grna spell on the curse of bioinformatics applications integration
95101,modeling behavior a step towards defining functionally correct views of complex objects in concurrent engineering
95103,multi level operator combination in xml query processing
95104,coolcat an entropy based algorithm for categorical clustering
95105,incorporating topical support documents into a small training set in text categorization
95106,combining multiple classifiers for text categorization
95107,query expansion using associated queries
95108,semantics of an extended relational model for managing uncertain information
95109,using specification driven concepts for distributed data management and dissemination
95110,theoretical foundations of schema restructuring in heterogeneous multidatabase systems
95113,predicting the cost quality trade off for information retrieval queries facilitating database design and query optimization
95114,closure maintenance in an object oriented query model
95115,effects of web document evolution on genre classification
95116,effective arabic english cross language information retrieval via machine readable dictionaries and machine translation
95118,on arabic search improving the retrieval effectiveness via a light stemming approach
95119,high performance clustering based on the similarity join
95120,flexible intrinsic evaluation of hierarchical clustering for tdt
95122,first story detection in tdt is hard
95123,incremental encoding of multiple inheritance hierarchies
95124,metadata and data structures for the historical newspaper digital library
95126,lessons from the implementation of an adaptive parts acquisition eportal
95127,improving document representations using relevance feedback the rfa algorithm
95128,model guided information discovery for intelligence analysis
95129,generating better concept hierarchies using automatic document classification
95130,introducing semantics in conceptual schema reuse
95132,extending and inferring functional dependencies in schema transformation
95133,logical and physical support for heterogeneous data
95134,static score bucketing in inverted indexes
95135,learning to summarise xml documents using content and structure
95136,the virgis wfs based spatial mediation system
95137,advances in phonetic word spotting
95138,memory adaptive scheduling for large query execution
95139,a self managing data cache for edge of network web applications
95141,multi resolution disambiguation of term occurrences
95143,automatically summarising web sites   is there a way around it
95144,topic based document segmentation with probabilistic latent semantic analysis
95145,the role of domain knowledge in data mining
95148,a framework for modeling buffer replacement strategies
95150,efficient query evaluation using a two level retrieval process
95152,towards speech as a knowledge resource
95153,a learning approach to processor allocation in parallel systems
95155,archiving telemeetings
95156,experimental evaluation of dynamic data allocation strategies in a distributed database with changing workloads
95157,hashing by proximity to process duplicates in spatial databases
95159,intelligent caching selecting representing and reusing data in an information server
95160,inferring query models by computing information flow
95161,generalized contextualization method for xml information retrieval
95162,itopn incremental extraction of the n most visible objects
95163,using star clusters for filtering
95164,a data dictionary as a lexicon an application of linguistics in information systems
95165,static and dynamic information organization with star clusters
95166,semantic technology applications for homeland security
95167,indexing time vs query time trade offs in dynamic information retrieval systems
95168,building concept hierarchies for schema integration in hddbs using incremental concept formation
95169,a declarative formalization of knowledge translation
95170,extracting meaningful labels for websom text archives
95171,hierarchical document categorization with support vector machines
95173,structural proximity searching for large collections of semi structured data
95174,a study of parameter tuning for term frequency normalization
95175,block addressing indices for approximate text retrieval
95176,automatic query expansion based on divergence
95177,query expansion using term relationships in language models for information retrieval
95178,combining link based and content based methods for web document classification
95179,multi resolution modeling of large scale scientific simulation data
95180,informia a mediator for integrated access to heterogeneous information sources
95181,discovery of decision rules in relational databases a rough set approach
95182,addressing the lack of direct translation resources for cross language retrieval
95183,web dl an experience in building digital libraries from the web
95184,osqr overlapping clustering of query results
95185,f4 large scale automated forecasting using fractals
95186,searching web databases by structuring keyword based queries
95187,rapid association rule mining
95188,the characteristics of digital video and considerations of designing video databases
95189,the semantic matrix model smm a knowledge based solution to semantic homogeneity in multidatabases
95190,performance and implications of semantic indexing in a distributed environment
95191,analytical version control management in a hypertext system
95193,facilitating transformations in a human genome project database
95194,a comparison of regression neural net and pattern recognition approaches to ir
95196,layered index structures in document database systems
95197,digital annotation of printed documents
95198,a music recommendation system based on music data grouping and user interests
95200,replication and retrieval strategies of multidimensional data on parallel disks
95201,adaptive query optimization in a deductive database system
95202,on the efficient evaluation of relaxed queries in biological databases
95203,mass a multi axis storage structure for large xml documents
95204,xkvalidator a constraint validator for xml
95205,using conjunction of attribute values for classification
95206,statistical relationship determination in automatic thesaurus construction
95207,translating description logics to information server queries
95208,io efficient techniques for computing pagerank
95209,information agents for automated browsing
95210,local methods for estimating pagerank values
95211,regularizing ad hoc retrieval scores
95212,an optimal graph traversal algorithm for evaluating linear binary chain programs
95213,video keyframe extraction and filtering a keyframe is not a keyframe to everyone
95214,clustermap labeling clusters in large datasets via visualization
95215,swoogle a search and metadata engine for the semantic web
95216,categorizing information objects from user access patterns
95217,time weight collaborative filtering
95218,learning subjective relevance to facilitate information access
95219,evaluating window joins over punctuated streams
95220,expedite a system for encoded xml processing
95221,a toggle transaction management technique for mobile multidatabases
95223,digital information retrieval
95224,integrating information from multiple independently developed data sources
95226,a practical system of keyphrase extraction for web pages
95227,pharos a scalable distributed architecture for locating heterogeneous information sources
95228,an optimized implementation for vml based on pattern matching and dynamic programming
95229,practical evaluation of ir within automated classification systems
95230,a distributed multi agent system for collaborative information management and sharing
95231,a query based approach for integrating heterogeneous data sources
95232,an extended logic programming based multi agent system formalization in mobile environments
95233,distributed knowledge revisionintegration
95234,learning belief networks from data an information theory based approach
95235,on modeling and controlling intelligent systems
95236,auto generation of topic hierarchies for web images from users perspectives
95237,a meta model and an infrastructure for the non transparent replication of object databases
95238,a pattern matching language for spatio temporal databases
95239,database support for species extraction from the biosystematics literature a feasibility demonstration
95240,object identity and dimension alignment in parametric databases
95241,an analysis of cardinality constraints in redundant relationships
95242,requirement based data cube schema design
95243,an analysis of the structural validity of ternary relatinships in entity relationship modeling
95244,word segmentation and recognition for web document framework
95245,inductive learning algorithms and representations for text categorization
95246,a model of object database applications and its use in cost estimation
95247,handling temporal grouping and pattern matching queries in a temporal object model
95248,mailrank using ranking for spam detection
95249,processing xpath queries with xml summaries
95250,node ranking in labeled directed graphs
95251,the liberal media and right wing conspiracies using cocitation information to estimate political orientation in web documents
95252,multi resolution indexing for shape images
95254,dynamic and hierarchical spatial access method using integer searching
95257,learning bayesian classification rules through genetic algorithms
95258,computing consistent query answers using conflict hypergraphs
95259,locating passages using a case based of excerpts
95262,alternative representations and abstractions for moving sensors databases
95264,an efficient and reliable reservation algorithm for mobile transactions
95265,operational requirements for scalable search systems
95266,temporal database modeling an object oriented approach
95268,automatically classifying database workloads
95269,a practical web based approach to generating topic hierarchy for text segments
95270,retrieval from captioned image databases using natural language processing
95271,frequent pattern discovery with memory constraint
95272,ontology based extraction and structuring of information from data rich unstructured documents
95273,providing semantics for indefinite deductive databases
95274,a multiple resolution method for edge centric data clustering
95275,on lossy time decompositions of time stamped documents
95276,determining the semantic orientation of terms through gloss classification
95277,topic oriented collaborative crawling
95280,composable xml integration grammars
95281,a contention based dynamic consistency maintenance scheme for client cache
95282,a novel approach for privacy preserving video sharing
95283,thematic mapping   from unstructured documents to taxonomies
95284,funbase a function based information management system
95286,augeas authoritativeness grading estimation and sorting
95288,summarization of discussion groups
95289,approximating the top m passages in a parallel question answering system
95290,automated cataloging and analysis of sky survey image databases the skicat system
95291,a reliable storage management layer for distributed information retrieval systems
95292,query processing of streamed xml data
95293,serf schema evalution through an extensible re usable and flexible framework
95294,a domain independent environment for creating information extraction modules
95295,interconnection semantics for keyword search in xml
95296,automatic construction of multifaceted browsing interfaces
95298,query expansion using random walk models
95299,a visual tool for structuring and modeling organizational memories
95301,improved string matching under noisy channel conditions
95302,scalable ranking for preference queries
95303,exploiting redundancy in sensor networks for energy efficient processing of spatiotemporal region queries
95304,mining inter transaction associations with templates
95305,automatic recognition of distinguishing negative indirect history language in judicial opinions
95306,efficient processing of conical queries
95307,online duplicate document detection signature reliability in a dynamic retrieval environment
95308,clustering declustered data for efficient retrieval
95309,detecting similar documents using salient terms
95310,vector approximation based indexing for non uniform high dimensional data sets
95311,on isolation concurrency and the venus rule language
95312,approximately common patterns in shared forests
95313,multiple query optimization with depth first branch and bound and dynamic query ordering
95314,querying future telecommunication networks
95317,termination analysis of active rules modular sets
95318,kqml as an agent communication language
95320,representing interests as a hyperlinked document collection
95321,semantic similarity over the gene ontology family correlation and selecting disjunctive ancestors
95322,efficient ordering for xml data
95326,a framework for selective query expansion
95327,properties of networked information retrieval with alibi
95328,joint deduplication of multiple record types in relational data
95330,an evaluation of evolved term weighting schemes in information retrieval
95331,concept based interactive query expansion
95332,minimal document set retrieval
95333,connecting topics in document collections with stepping stones and pathways
95334,time based language models
95335,optimizing cursor movement in holistic twig joins
95336,tempus fugit a system for making semantic connections
95338,an object oriented approach to multi level association rule mining
95339,a design space approach to analysis of information retrieval adaptive filtering systems
95340,exploiting a controlled vocabulary to improve collection selection and retrieval effectiveness
95341,applications of approximate word matching in information retrieval
95342,a hybrid approach to ner by memm and manual rules
95345,assistant for an information database
95346,reorganizing web sites based on user access patterns
95348,object oriented and database concepts for the design of networked information retrieval systems
95349,index compression vs retrieval time of inverted files for xml documents
95350,evaluating continuous nearest neighbor queries for streaming time series via pre fetching
95351,taxonomies by the numbers building high performance taxonomies
95352,a corpus analysis approach for automatic query expansion
95353,motion adaptive indexing for moving continual queries over moving objects
95354,adaptive load shedding for windowed stream joins
95355,browsing large digital library collections using classification hierarchies
95356,collective multi label classification
95357,management of disk space with rebate
95358,a comparison of alternative continuous display techniques with heterogeneous multi zone disks
95359,learning a monolingual language model from a multilingual text database
95360,mining the web to create minority language corpora
95362,speech user interfaces for information retrieval
95364,visualization of communication patterns in collaborative innovation networks   analysis of some w3c working groups
95365,architecture of a metasearch engine that supports user information needs
95366,inferring hierarchical descriptions
95368,svm binary classifier ensembles for image classification
95369,context interchange overcoming the challenges of large scale interoperable database systems in a dynamic environment
95370,on off topic access detection in information systems
95371,creating and evaluating multi document sentence extract summaries
95372,bootstrapping for example based data extraction
95373,framework and algorithms for trend analysis in massive temporal data sets
95374,hybrid pattern recognition system capable of self modification
95375,temporal granularity for unanchored temporal data
95376,modeling temporal primitives back to basics
95377,experimenting with temporal relational databases
95378,a probabilistic description oriented approach for categorizing web documents
95379,powerdb ir   information retrieval on top of a database cluster
95380,xmltm efficient transaction management for xml documents
95381,discovering approximate keys in xml data
95382,inferring document similarity from hyperlinks
95383,categorizing web queries according to geographical locality
95384,application of knowledge base design techniques to genetic markers
95385,optimal unification of bounded simple set terms
95386,on the complexity of computing peer agreements for consistent query answering in peer to peer data integration systems
95387,the role of variance in term weighting for probabilistic information retrieval
95388,consistent query answering under key and exclusion dependencies algorithms and experiments
95389,an object oriented model for image information representation
95390,intelligent creation of notification events in information systems concept implementation and evaluation
95391,efficient data dissemination using locale covers
95392,distributed constraint management for collaborative engineering databases
95393,analogical reasoning for knowledge discovery in a molecular biology database
95394,exposing the vagueness of query results on partly inaccessible databases
95395,error propagation in distributed databases
95396,knowledge mining from textual sources
95397,exact match search in sequence data using suffix trees
95398,infomod a knowledge based moderator for electronic mail help lists
95399,decentralized coordination of transactional processes in peer to peer environments
95400,value propagation in object oriented database part hierarchies
95401,integrating a part relationship into an open oodb system using metaclasses
95402,data replication for external searching in static tree structures
95403,alternatives to the k means algorithm that find better clusterings
95404,scheduling and mapping for parallel execution of extended sql queries
95406,feature based recommendation system
95407,intelligent metasearch engine for knowledge management
95408,logicbase a deductive database system prototype
95409,background for association rules and cost estimate of selected mining algorithms
95410,using navigation data to improve ir functions in the context of web search
95411,cooperative caching by mobile clients in push based information systems
95412,dynamic skew handling in parallel mining of association rules
95413,order checking in a cpoe using event analyzer
95414,event analyzer a tool for sequential data processing
95415,active rules in deductive databases
95417,organizing structured web sources by query schemas a clustering approach
95418,compact reachability labeling for graph structured data
95421,adaptive transaction scheduling
95422,quasi dynamic two phase locking
95423,adapting a spatial access structure for document representations in vector space
95424,the update of index structures in object oriented dbms
95425,how foreign function integration conquers heterogeneous query processing
95427,parallel execution of integrity constraint checks
95429,sql text parsing for information retrieval
95430,efficient mining of association rules in text databases
95431,learning fuzzy knowledge from training examples
95432,indexing text data under space constraints
95433,continual computation policies for utility directed prefetching
95434,an optimal construction of invalidation reports for mobile databases
95435,statistical inference of unknown attribute values in databases
95436,integrating dct and dwt for approximating cube streams
95438,the effectiveness study of various music information retrieval approaches
95439,reformulating query plans for multidatabase systems
95440,classification algorithms for netnews articles
95441,a near optimal algorithm for generating broadcast programs on multiple channels
95442,indexing techniques for wireless data broadcast under data clustering and scheduling
95444,comparison of interestingness functions for learning web usage patterns
95445,exploring group mobility for replica data allocation in a mobile environment
95446,effective graph clustering for path queries in digital map databases
95447,a new permutation approach for distributed association rule mining
95448,compression schemes for differential categorical stream clustering
95449,binary interpolation search for solution mapping on broadcast and on demand channels in a mobile computing environment
95450,learning to extract information from text based on user provided examples
95451,notes explorer entity based retrieval in shared semi structured information spaces
95452,the index suggestion problem for object database applications
95453,concurrency control in federated databases a dynamic approach
95454,computation of partial query results using an adaptive stratified sampling technique
95455,industrial evaluation of a highly accurate academic ir system
95457,boosting for document routing
95458,information extraction from case low and retrieval of prior cases by partial parsing and query generation
95459,focusing search in hierarchical structures with directory sets
95460,a framework for the management of past experiences with time extended situations
95461,flexible list management in a directory
95462,group formation mechanisms for transactions in isis
95463,an object oriented extension of xml for autonomous web applications
95464,towards a visual query interface for phylogenetic databases
95465,an effective mechanism for index update in structured documents
95466,parallelizing the buckshot algorithm for efficient document clustering
95467,finding similar questions in large question and answer archives
95468,a database disk buffer management algorithm based on prefetching
95469,induction of integrated view for xml data with heterogeneous dtds
95470,queueing analysis of relational operators for continuous data streams
95471,re evaluating indexing schemes for nested objects
95472,accurately extracting coherent relevant passages using hidden markov models
95473,retrieving answers from frequently asked questions pages on the web
95474,dynamically maintaining frequent items over a data stream
95475,collaborative filtering with decoupled models for preferences and ratings
95476,hierarchical optimization of optimal path finding for transportation applications
95477,localized signature table fast similarity search on transaction data
95478,linguistic instruments and qualitative reasoning for schema integration
95479,extending complex ad hoc olap
95480,retrieving descriptive phrases from large amounts of free text
95481,keeping found things found on the web
95482,view materialization techniques for complex hierarchical objects
95483,incorporating association pattern and operation specification in odmgs oql
95484,serf integrating human recommendations with search
95485,kalchas a dynamic xml search engine
95486,a local search mechanism for peer to peer networks
95487,fast retrieval of cursive handwriting
95488,on packing r trees
95489,web centric language models
95490,structured queries in xml retrieval
95491,fast webpage classification using url features
95492,a method of geographical name extraction from japanese text for thematic geographical search
95494,establishing value mappings using statistical models and user feedback
95495,regularizing translation models for better automatic image annotation
95496,indexing field values in field oriented systems interval quadtree
95497,entropy based link analysis for mining web informative structures
95498,updates and view maintenance in soft real time database systems
95499,user assisted text classification and knowledge management
95500,a storage system for scalable knowledge representation
95501,genetic algorithms for modelling design and process control
95502,evaluation of item based top n recommendation algorithms
95503,semantics based information brokering
95504,xel extended ephemeral logging for log storage management
95506,features of documents relevant to task  and fact oriented questions
95507,model driven hypermedia access to weather information
95509,automated index management for distributed web search
95510,effective nearest neighbor indexing with the euclidean metric
95511,a new parallel signature file method for efficient information retrieval
95512,a practical approach to static analysis and execution of rules in active databases
95513,sibling clustering of tree based spatial indexes for efficient spatial query processing
95514,a semi supervised document clustering technique for information organization
95515,o preh optimistic transaction processing algorithm based on pre reordering in hybrid broadcast environments
95516,palka a system for lexical knowledge acquisition
95517,spatial match representation scheme supporting ranking in iconic images databases
95518,partial rollback in object orientedobject relational database management systems
95520,functionality and architecture of a cooperative database system a vision
95521,finding interesting rules from large sets of discovered association rules
95522,processing search queries in a distributed environment
95523,using consistency driven pairwise comparisons in knowledge based systems
95524,summarization as feature selection for text categorization
95525,query workload aware overlay construction using histograms
95526,leveraging collective knowledge
95527,stemming and lemmatization in the clustering of finnish text documents
95528,space efficient bitmap indexing
95529,the time index an incremental access structure for temporal databases
95530,consortium a framework for transaction collaborative environments
95531,yq contextual search at the point of inspiration
95532,efficient and effective server sided distributed clustering
95533,towards smarter documents
95534,a clustering algorithm for asymmetrically related data with applications to text mining
95535,deadliner building a new niche search engine
95537,on semantic matching of multilingual attributes in relational systems
95538,biasing web search results for topic familiarity
95539,query expansion using domain adapted weighted thesaurus in an extended boolean model
95541,yahoo as an ontology using yahoo categories to describe documents
95542,automatic identification of best entry points for focused structured document retrieval
95543,learning to extract hierarchical information from semi structured documents
95544,efficient synchronization for mobile xml data
95545,application of a symbolico connectionist approach for the design of a highly interactive documentary database interrogation system with on line learning capabilities
95546,rule assisted prefetching in web server caching
95547,adaptive information filtering detecting changes in text streams
95548,collection selection and results merging with topically organized us patents and trec data
95549,on the estimation of frequent itemsets for data streams theory and experiments
95550,distributional term representations an experimental comparison
95551,language models for financial news recommendation
95552,indexing and retrieval of scientific literature
95554,a self organized file cabinet
95555,an automated approach for retrieving hierarchical data from html tables
95556,semql a semantic query language for multidatabase systems
95557,page access scheduling in join processing
95558,reducing match time variance in production systems with hal
95559,query optimization and processing in federated database systems
95560,semantic caching via query matching for web sources
95561,a hierarchical approach to the automatic categorization of medical documents
95562,efficient evaluation of multiple queries on streaming xml data
95563,training a selection function for extraction
95565,information integration with attributio support for corporate profiles
95566,question answering from the web using knowledge annotation and knowledge mining techniques
95567,an evaluation of the incorporation of a semantic network into a multidimensional retrieval engine
95568,processing oodb queries by o algebra
95569,a uniform approach to global concurrency control and recovery in multidatabase environment
95570,using a sequential index in terrain aided navigation
95571,a new conflict relation for concurrency control and recovery in object based databases
95572,indexing values of time sequences
95573,a hypothesis refinement method for summary discovery in databases
95574,handling frequent updates of moving objects
95575,using path information for query processing in object oriented database systems
95576,zbroker a query routing broker for z3950 databases
95577,sliding window filtering an efficient algorithm for incremental mining
95578,unsupervised question answering data acquisition from local corpora
95579,incremental maintenance for dynamic database derived html pages in digital libraries
95580,design and evaluation rules for building adaptive schema in an object oriented data and knowledge base system
95581,using relevance feedback to detect misuse for information retrieval systems
95582,commit reordering validation scheme for transaction scheduling in client server based teleputing systems corev
95583,passage retrieval based on language models
95584,net  cot translating relational schemas to xml schemas using semantic constraints
95585,finding experts in community based question answering services
95587,batch data warehouse maintenance in dynamic environments
95588,intelligent knowledge discovery in peer to peer file sharing
95589,a singer identification technique for content based classification of mp3 music objects
95590,spatial query processing using object decomposition method
95591,modeling a vocabulary in an object oriented database
95593,database selection in intranet mediators for natural language queries
95594,a market based resource management and qos support framework for distributed multimedia systems
95596,efficient incremental view maintenance in data warehouses
95597,performance evaluation of g tree and its application in fuzzy databases
95598,experimental evaluation of pfs continuous media file system
95599,the distributed interoperable object model and its application to large scale interoperable database systems
95600,computer image retrieval by features selecting the best facial features for suspect identification systems
95601,webcq detecting and delivering information changes on the web
95602,xclust clustering xml schemas for effective integration
95603,algebraic equivalences among nested relational expressions
95604,the eggyolk reliability hierarchy  semantic data integration using sorts with prototypes
95605,restructuring batch view maintenance efficiently
95606,cross db a feature extended multidimensional data model for statistical and scientific databases
95607,content based retrieval of mp3 music objects
95608,detecting changes on unordered xml documents using relational databases a schema conscious approach
95609,a framework for global optimization of aggregate queries
95610,data broadcasting strategies over multiple unreliable wireless channels
95611,maintaining views in object relational databases
95612,fast on line index construction by geometric partitioning
95613,clustering through decision tree construction
95614,relevance and reinforcement in interactive browsing
95615,extracting a websites content structure from its link structure
95616,evaluating document clustering for interactive information retrieval
95618,text document clustering based on frequent word sequences
95619,boosting to correct inductive bias in text classification
95620,novelty detection based on sentence level patterns
95621,personalized web search by mapping user queries to categories
95622,a new approach to intranet search based on information extraction
95623,discovering the representative of a search engine
95625,efficient prediction of web accesses on a proxy server
95626,constructing information systems based on schema reuse
95627,pruning long documents for distributed information retrieval
95628,mining community structure of named entities from free text
95629,word sense disambiguation in queries
95630,qed a novel quaternary encoding to completely avoid re labeling in xml updates
95632,on reducing redundancy and improving efficiency of xml labeling schemes
95633,content based retrieval in hybrid peer to peer networks
95634,semi supervised learning for music artists style identification
95635,relational computation for mining association rules from xml data
95636,on combining multiple clusterings
95637,efficient processing of xml twig patterns with parent child edges a look ahead approach
95638,dynamic retrieval of remote digital objects
95639,learning similarity measures in non orthogonal space
95640,using micro information units for internet search
95641,triple node hierarchies for object oriented database indexing
95642,perf join an alternative to two way semijoin and bloomjoin
95643,efficient global probabilistic deduction from taxonomic and probabilistic knowledge bases over conjunctive events
95644,a data model for supporting on line analytical processing
95645,improving relevance feedback in the vector space model
95646,text classification using esc based stochastic decision lists
95647,index interpolation an approach to subsequence matching supporting normalization transform in time series databases
95648,malm a framework for mining sequence database at multiple abstraction levels
95649,applying cosine series to join size estimation
95650,an information model for use in software management estimation and prediction
95651,analysis of pre computed partition top method for range top k queries in olap data cubes
95652,efficient multi way text categorization via generalized discriminant analysis
95655,automatically extracting structure and data from business reports
95656,information synthesis in statistical databases
95657,the link prediction problem for social networks
95658,taxonomic and uncertain integrity constraints in object oriented databases   the top approach
95659,a distributed graphical topic oriented document search system
95660,typed functional query languages with equational specifications
95661,a horizontal fragmentation algorithm for the fact relation in a distributed data warehouse
95662,qfilter fine grained run time xml access control via nfa based query rewriting
95663,a comparative study of log only and in place update based temporal object database systems
95664,image similarity search with compact data structures
95665,learning probabilistic datalog rules for information classification and transformation
95666,a multi system analysis of document and term selection for blind feedback
95667,information retrieval and machine learning for probabilistic schema matching
95668,extracting unstructured data from template generated web documents
95669,an intelligent agent for high precision text filtering
95670,rstar an rdf storage and query system for enterprise resource management
95671,evaluating triggers using decision trees
95672,a framework for refining similarity queries using learning techniques
95673,ontologies for semantically interoperable systems
95674,adding numbers to text classification
95675,xml parsing a threat to database performance
95676,towards supporting hard schema changes in tse
95677,dynamic extraction topic descriptors and discriminators towards automatic context based topic search
95678,the effectiveness of query expansion for distributed information retrieval
95681,sampling from databases using b trees
95682,browsing and querying in object oriented database
95683,detection and resolution of deadlocks in distributed database systems
95684,foci flexible organizer for competitive intelligence
95685,versatile structural disambiguation for semantic aware applications
95686,light weight xpath processing of xml stream with deterministic automata
95687,a syntactic approach for searching similarities within sentences
95688,frem fast and robust em clustering for large data sets
95689,improving intranet search engines using context information from databases
95690,clustering high dimensional data using an efficient and effective data space reduction
