id,title,Real_Train,Real_Test,X_train,X_test,label
12587,on modeling multiagent task scheduling as a distributed constraint optimization problem,FALSE,TRUE,FALSE,FALSE,6
12588,an optimal labeling scheme for workflow provenance using skeleton labels,FALSE,TRUE,FALSE,FALSE,6
12589,exploring biomedical databases with bionav,FALSE,TRUE,FALSE,FALSE,6
12590,the mentor workbench for enterprise wide workflow management,FALSE,TRUE,FALSE,FALSE,6
12591,probabilistic models for topic learning from images and captions in online biomedical literatures,FALSE,TRUE,FALSE,FALSE,6
12592,direct algorithms for computing the transitive closure of database relations,TRUE,FALSE,TRUE,FALSE,1
12593,the locality phenomenon and parallel processing of natural language,FALSE,TRUE,FALSE,FALSE,6
12594,exploiting syntactic patterns as clues in zero anaphora resolution,TRUE,FALSE,FALSE,TRUE,4
12595,multi tenant databases for software as a service schema mapping techniques,TRUE,FALSE,TRUE,FALSE,1
12596,semi automated logging of contact center telephone calls,TRUE,FALSE,FALSE,TRUE,0
12597,fca merge bottom up merging of ontologies,FALSE,TRUE,FALSE,FALSE,6
12598,a software development process laboratory for cs1 and cs2,FALSE,TRUE,FALSE,FALSE,6
12599,properties of programs with monotone and convex constraints,TRUE,FALSE,TRUE,FALSE,2
12600,types in functional unification grammars,TRUE,FALSE,TRUE,FALSE,4
12601,research journey towards industrial application of reuse technique,TRUE,FALSE,TRUE,FALSE,3
12602,combining weak knowledge sources for sense disambiguation,FALSE,TRUE,FALSE,FALSE,6
12603,broom buffer replacement using online optimization by mining,FALSE,TRUE,FALSE,FALSE,6
12604,a simplifier for propositional formulas with many binary clauses,TRUE,FALSE,TRUE,FALSE,2
12605,the anatomy of easy problems a constraint satisfaction formulation,FALSE,TRUE,FALSE,FALSE,6
12606,moving industry guided multimedia technology into the classroom,FALSE,TRUE,FALSE,FALSE,6
12607,coreference handling in xmg,FALSE,TRUE,FALSE,FALSE,6
12608,new control structures to aid gotolessness,TRUE,FALSE,TRUE,FALSE,3
12609,a method of utilizing domain and language specific constraints in dialogue translation,TRUE,FALSE,TRUE,FALSE,4
12610,using a natural artificial hybrid language for database access,TRUE,FALSE,TRUE,FALSE,4
12611,kernel latent semantic analysis using an information retrieval based kernel,FALSE,TRUE,FALSE,FALSE,6
12612,improvement in a lazy context an operational theory for call by need,TRUE,FALSE,TRUE,FALSE,3
12613,prtv an efficient implementation for large relational data bases,FALSE,TRUE,FALSE,FALSE,6
12614,diagnostic system for distributed software a relational database approach,FALSE,TRUE,FALSE,FALSE,6
12615,a bayesian learning approach to promoting diversity in ranking for biomedical information retrieval,TRUE,FALSE,TRUE,FALSE,0
12616,statistical change detection for multi dimensional data,FALSE,TRUE,FALSE,FALSE,6
12617,a scalable method for multiagent constraint optimization,TRUE,FALSE,TRUE,FALSE,2
12618,complete inference rules for the cancellation laws,FALSE,TRUE,FALSE,FALSE,6
12619,enhancing relevance scoring with chronological term rank,FALSE,TRUE,FALSE,FALSE,6
12620,gravitation based model for information retrieval,FALSE,TRUE,FALSE,FALSE,6
12621,tractable reasoning with incomplete first order knowledge in dynamic systems with context dependent actions,FALSE,TRUE,FALSE,FALSE,6
12622,a descriptive model of physical database design problems and solutions,TRUE,FALSE,TRUE,FALSE,1
12623,the infomix system for advanced integration of incomplete and inconsistent data,TRUE,FALSE,TRUE,FALSE,1
12624,datawarehousing has more colours than just black  white,FALSE,TRUE,FALSE,FALSE,6
12625,laboratory activities for studying the formal semantics of programming languages,FALSE,TRUE,FALSE,FALSE,6
12626,probabilistic skyline queries,TRUE,FALSE,TRUE,FALSE,0
12627,learning information structure in the prague treebank,TRUE,FALSE,TRUE,FALSE,4
12628,selective deferred index maintenance  concurrency control in integrated information systems,FALSE,TRUE,FALSE,FALSE,6
12629,similarity measure based on partial information of time series,TRUE,FALSE,FALSE,TRUE,0
12630,petabricks a language and compiler for algorithmic choice,FALSE,TRUE,FALSE,FALSE,6
12631,files with semantics,TRUE,FALSE,TRUE,FALSE,1
12632,methods for the qualitative evaluation of lexical association measures,FALSE,TRUE,FALSE,FALSE,6
12633,effective document presentation with a locality based similarity heuristic,FALSE,TRUE,FALSE,FALSE,6
12634,mima search a structuring knowledge system towards innovation for engineering education,TRUE,FALSE,TRUE,FALSE,4
12635,configurable indexing and ranking for xml information retrieval,FALSE,TRUE,FALSE,FALSE,6
12636,design principles for data intensive web sites,TRUE,FALSE,TRUE,FALSE,1
12637,better static memory management improving region based analysis of higher order languages,FALSE,TRUE,FALSE,FALSE,6
12638,a support vector method for optimizing average precision,FALSE,TRUE,FALSE,FALSE,6
12639,curriculum 2001 interim report from the acmieee cs task force,TRUE,FALSE,FALSE,TRUE,3
12640,mutual belief revision semantics and computation,TRUE,FALSE,FALSE,TRUE,2
12641,dbtool a graphical database design tool for an introductory database course,FALSE,TRUE,FALSE,FALSE,6
12642,performance evaluation of functional disk system fds r2,FALSE,TRUE,FALSE,FALSE,6
12643,particle filtering for dynamic agent modelling in simplified poker,TRUE,FALSE,TRUE,FALSE,2
12644,a bayesian network for outbreak detection and prediction,FALSE,TRUE,FALSE,FALSE,6
12645,visualization support for a user centered kdd process,TRUE,FALSE,TRUE,FALSE,0
12646,semi supervised learning for blog classification,TRUE,FALSE,FALSE,TRUE,2
12647,unsupervised segmentation of chinese text by use of branching entropy,TRUE,FALSE,TRUE,FALSE,4
12648,fast time series classification using numerosity reduction,FALSE,TRUE,FALSE,FALSE,6
12649,using eye tracking data for high level user modeling in adaptive interfaces,FALSE,TRUE,FALSE,FALSE,6
12650,the impact of crawl policy on web search effectiveness,TRUE,FALSE,TRUE,FALSE,0
12651,enforcing trace properties by program transformation,TRUE,FALSE,TRUE,FALSE,3
12652,hypothetical queries in an olap environment,FALSE,TRUE,FALSE,FALSE,6
12653,subcubic algorithms for recursive state machines,FALSE,TRUE,FALSE,FALSE,6
12654,an integrated method for social network extraction,FALSE,TRUE,FALSE,FALSE,6
12655,learning to understand contractual situations,FALSE,TRUE,FALSE,FALSE,6
12656,fast mining of spatial collocations,TRUE,FALSE,FALSE,TRUE,0
12657,quantifying trends accurately despite classifier error and class imbalance,TRUE,FALSE,TRUE,FALSE,0
12658,vector space model of information retrieval   a reevaluation,FALSE,TRUE,FALSE,FALSE,6
12659,combining events and threads for scalable network services implementation and evaluation of monadic application level concurrency primitives,FALSE,TRUE,FALSE,FALSE,6
12660,experiences creating a portable cedar,FALSE,TRUE,FALSE,FALSE,6
12661,an interactive algorithm for asking and incorporating feature feedback into support vector machines,FALSE,TRUE,FALSE,FALSE,6
12662,using compressed bytecode traces for slicing java programs,FALSE,TRUE,FALSE,FALSE,6
12663,an application of wordnet to prepositional attachment,TRUE,FALSE,TRUE,FALSE,4
12664,traffic aware stress testing of distributed systems based on uml models,TRUE,FALSE,TRUE,FALSE,3
12665,realizing a temporal complex object data model,TRUE,FALSE,TRUE,FALSE,1
12666,the 3rd workshop on open source software engineering,TRUE,FALSE,TRUE,FALSE,3
12667,decomposition techniques for planning in stochastic domains,TRUE,FALSE,TRUE,FALSE,2
12668,on the value of pairwise constraints in classification and consistency,TRUE,FALSE,TRUE,FALSE,2
12669,task granularity analysis in logic programs,TRUE,FALSE,TRUE,FALSE,3
12670,solving large scale linear prediction problems using stochastic gradient descent algorithms,TRUE,FALSE,TRUE,FALSE,2
12671,ai characters and directors for interactive computer games,TRUE,FALSE,TRUE,FALSE,2
12672,mining progressive confident rules,FALSE,TRUE,FALSE,FALSE,6
12673,the correctness of concurrency control for multiversion database systems with limited number of versions,TRUE,FALSE,TRUE,FALSE,1
12674,efficient document retrieval in main memory,TRUE,FALSE,TRUE,FALSE,0
12675,on the generation and interpretation of demonstrative expressions,FALSE,TRUE,FALSE,FALSE,6
12676,the implication problem for inclusion dependencies a graph approach,TRUE,FALSE,TRUE,FALSE,1
12677,collaborative prediction using ensembles of maximum margin matrix factorizations,TRUE,FALSE,TRUE,FALSE,2
12678,management of schema evolution in databases,TRUE,FALSE,TRUE,FALSE,1
12679,back to the future dynamic hierarchical clustering,TRUE,FALSE,TRUE,FALSE,1
12680,heterogeneous database query optimization in db2 universal datajoiner,TRUE,FALSE,FALSE,TRUE,1
12681,modeling user perception of interaction opportunities in collaborative human computer settings,TRUE,FALSE,TRUE,FALSE,2
12682,a factor graph model for software bug finding,FALSE,TRUE,FALSE,FALSE,6
12683,efficient multi class unlabeled constrained semi supervised svm,FALSE,TRUE,FALSE,FALSE,6
12684,abstract syntax from concrete syntax,TRUE,FALSE,TRUE,FALSE,3
12685,unsupervised discovery of phonological categories through supervised learning of morphological rules,TRUE,FALSE,FALSE,TRUE,4
12686,applicative programming and digital design,TRUE,FALSE,FALSE,TRUE,3
12687,assertion oriented automated test data generation,TRUE,FALSE,TRUE,FALSE,3
12688,concurrency control of bulk access transactions on shared nothing parallel database machines,FALSE,TRUE,FALSE,FALSE,6
12689,constructing informative prior distributions from domain knowledge in text classification,FALSE,TRUE,FALSE,FALSE,6
12690,choice and performance in locking for databases,FALSE,TRUE,FALSE,FALSE,6
12691,what do the experts say teaching introductory design from an experts perspective,FALSE,TRUE,FALSE,FALSE,6
12692,attribute based compiler implemented using visitor pattern,FALSE,TRUE,FALSE,FALSE,6
12693,solving factored mdps via non homogeneous partitioning,FALSE,TRUE,FALSE,FALSE,6
12694,a generalized algorithm for graph coloring register allocation,FALSE,TRUE,FALSE,FALSE,6
12695,fast incremental square root information smoothing,TRUE,FALSE,TRUE,FALSE,2
12696,svm selective sampling for ranking with application to data retrieval,TRUE,FALSE,FALSE,TRUE,0
12697,named entity translation with web mining and transliteration,FALSE,TRUE,FALSE,FALSE,6
12698,more on the power of demand queries in combinatorial auctions learning atomic languages and handling incentives,FALSE,TRUE,FALSE,FALSE,6
12699,discourse obligations in dialogue processing,TRUE,FALSE,TRUE,FALSE,4
12700,interactive graphics a tool for beginning programming students in discovering solutions to novel problems,FALSE,TRUE,FALSE,FALSE,6
12701,dynamic constraints and object migration,FALSE,TRUE,FALSE,FALSE,6
12702,comparisons of sequence labeling algorithms and extensions,FALSE,TRUE,FALSE,FALSE,6
12703,structured translation for cross language information retrieval,TRUE,FALSE,TRUE,FALSE,0
12704,tagging for learning collecting thematic relations from corpus,TRUE,FALSE,FALSE,TRUE,4
12705,exploring ocean data,TRUE,FALSE,FALSE,TRUE,1
12706,adaptive broadcast protocols to support power conservant retrieval by mobile users,TRUE,FALSE,TRUE,FALSE,1
12707,production rules in parallel and distributed database environments,TRUE,FALSE,FALSE,TRUE,1
12708,multitale linking medical concepts by means of frames,TRUE,FALSE,TRUE,FALSE,4
12709,approximate xml joins,FALSE,TRUE,FALSE,FALSE,6
12710,tag based filtering for personalized bookmark recommendations,TRUE,FALSE,TRUE,FALSE,0
12711,specification of software controlling a discrete continuous environment,FALSE,TRUE,FALSE,FALSE,6
12712,a syntactic description of german in a formalism designated for machine translation,TRUE,FALSE,TRUE,FALSE,4
12713,sash a self adaptive histogram set for dynamically changing workloads,TRUE,FALSE,TRUE,FALSE,1
12714,deconstructing planning as satisfiability,FALSE,TRUE,FALSE,FALSE,6
12715,nonlinear adaptive distance metric learning for clustering,FALSE,TRUE,FALSE,FALSE,6
12716,query performance analyser a web based tool for ir research and instruction,TRUE,FALSE,TRUE,FALSE,0
12717,exponentiated gradient algorithms for log linear structured prediction,FALSE,TRUE,FALSE,FALSE,6
12718,dependent types and program equivalence,TRUE,FALSE,TRUE,FALSE,3
12719,learning to sportscast a test of grounded language acquisition,TRUE,FALSE,TRUE,FALSE,2
12720,a formal view integration method,FALSE,TRUE,FALSE,FALSE,6
12721,good worst case algorithms for inserting and deleting records in dense sequential files,FALSE,TRUE,FALSE,FALSE,6
12722,supporting the design of conceptual schemata by database systems,FALSE,TRUE,FALSE,FALSE,6
12723,counting ancestors to estimate authority,TRUE,FALSE,FALSE,TRUE,0
12724,dynamic layout of distributed applications in fargo,FALSE,TRUE,FALSE,FALSE,6
12725,scheduling for shared window joins over data streams,TRUE,FALSE,TRUE,FALSE,1
12726,a compositional semantics for focusing subjuncts,FALSE,TRUE,FALSE,FALSE,6
12727,inferring probability of relevance using the method of logistic regression,TRUE,FALSE,TRUE,FALSE,0
12728,a bayesian model of syntax directed tree to string grammar induction,FALSE,TRUE,FALSE,FALSE,6
12729,weblab a universal and interactive teaching learning and laboratory environment for the world wide web,TRUE,FALSE,TRUE,FALSE,3
12730,access control for xml a dynamic query rewriting approach,FALSE,TRUE,FALSE,FALSE,6
12731,a native extension of sql for mining data streams,TRUE,FALSE,FALSE,TRUE,1
12732,hyperthesis the grna spell on the curse of bioinformatics applications integration,TRUE,FALSE,FALSE,TRUE,0
12733,a unified approach to program and data conversion,FALSE,TRUE,FALSE,FALSE,6
12734,experiments in multilingual information retrieval using the spider system,TRUE,FALSE,TRUE,FALSE,0
12735,active learning with near misses,FALSE,TRUE,FALSE,FALSE,6
12736,modelling and querying video data,FALSE,TRUE,FALSE,FALSE,6
12737,crops selection for optimal soil planning using multiobjective evolutionary algorithms,TRUE,FALSE,TRUE,FALSE,2
12738,algorithms for control and interaction of large formations of robots,TRUE,FALSE,TRUE,FALSE,2
12739,assembly language through the java virtual machine,FALSE,TRUE,FALSE,FALSE,6
12740,optimizing ml with run time code generation,TRUE,FALSE,FALSE,TRUE,3
12741,a generic solution for warehousing business process data,TRUE,FALSE,TRUE,FALSE,1
12742,situational investigation of presupposition,TRUE,FALSE,TRUE,FALSE,4
12743,on the path to efficient xml queries,TRUE,FALSE,FALSE,TRUE,1
12744,arguments desperately seeking interpretation parsing german infinitives,FALSE,TRUE,FALSE,FALSE,6
12745,towards automatic animated storyboarding,FALSE,TRUE,FALSE,FALSE,6
12746,storage reclamation and reorganization in client server persistent object stores,TRUE,FALSE,TRUE,FALSE,1
12747,a functional representation of data structures with a hole,FALSE,TRUE,FALSE,FALSE,6
12748,distance metric learning versus fisher discriminant analysis,FALSE,TRUE,FALSE,FALSE,6
12749,a fast general purpose hardware synchronisation mechanism,TRUE,FALSE,TRUE,FALSE,1
12750,who tags the tags a framework for bookmark weighting,FALSE,TRUE,FALSE,FALSE,6
12751,active storage hierarchy database systems and applications   socratic exegesis,TRUE,FALSE,TRUE,FALSE,1
12752,supervised versus multiple instance learning an empirical comparison,FALSE,TRUE,FALSE,FALSE,6
12753,3d geographic network displays,TRUE,FALSE,TRUE,FALSE,1
12754,bidding strategies for realistic multi unit sealed bid auctions,TRUE,FALSE,TRUE,FALSE,2
12755,wake on wlan,TRUE,FALSE,FALSE,TRUE,0
12756,feature rich statistical translation of noun phrases,FALSE,TRUE,FALSE,FALSE,6
12757,the parallel expert parser pep a thoroughly revised descendent of the word expert parser wep,FALSE,TRUE,FALSE,FALSE,6
12758,speeding up full syntactic parsing by leveraging partial parsing decisions,FALSE,TRUE,FALSE,FALSE,6
12759,knowledge preconditions for actions and plans,TRUE,FALSE,TRUE,FALSE,2
12760,soft display key for kanji input,FALSE,TRUE,FALSE,FALSE,6
12761,repeating history beyond aries,TRUE,FALSE,FALSE,TRUE,1
12762,intractability a geometric representation,TRUE,FALSE,TRUE,FALSE,3
12763,integrating functional and data modeling in a computer integrated manufacturing system,TRUE,FALSE,TRUE,FALSE,1
12764,free me a static analysis for automatic individual object reclamation,TRUE,FALSE,FALSE,TRUE,3
12765,robust regression and lasso,FALSE,TRUE,FALSE,FALSE,6
12766,two languages are more informative than one,TRUE,FALSE,FALSE,TRUE,4
12767,name it naming and detecting faces in video by the integration of image and natural language processing,TRUE,FALSE,TRUE,FALSE,2
12768,the beaxqrl streaming xquery processor,FALSE,TRUE,FALSE,FALSE,6
12769,adaptive feedback scheduling of incremental and design to time tasks,TRUE,FALSE,TRUE,FALSE,3
12770,par kap a knowledge acquisition tool for building practical planning systems,TRUE,FALSE,TRUE,FALSE,2
12771,how evaluator domain expertise affects search result relevance judgments,FALSE,TRUE,FALSE,FALSE,6
12772,2lip the step towards the web3d,FALSE,TRUE,FALSE,FALSE,6
12773,optimistic initialization and greediness lead to polynomial time learning in factored mdps,TRUE,FALSE,FALSE,TRUE,2
12774,integrating multiple internet directories by instance based learning,TRUE,FALSE,FALSE,TRUE,2
12775,mimus a multimodal and multilingual dialogue system for the home domain,FALSE,TRUE,FALSE,FALSE,6
12776,cross domain sentiment classification via spectral feature alignment,TRUE,FALSE,TRUE,FALSE,0
12777,a hybrid approach to ner by memm and manual rules,TRUE,FALSE,TRUE,FALSE,0
12778,on updates and inconsistency repairing in knowledge bases,FALSE,TRUE,FALSE,FALSE,6
12779,an experimental comparison of constraint logic programming and answer set programming,FALSE,TRUE,FALSE,FALSE,6
12780,decentralized authorization in a database system,FALSE,TRUE,FALSE,FALSE,6
12781,enterprise information extraction recent developments and open challenges,TRUE,FALSE,TRUE,FALSE,1
12782,integration of heterogeneous databases without common domains using queries based on textual similarity,TRUE,FALSE,TRUE,FALSE,1
12783,a study on the semantic relatedness of query and document terms in information retrieval,FALSE,TRUE,FALSE,FALSE,6
12784,identifying opinion leaders in the blogosphere,FALSE,TRUE,FALSE,FALSE,6
12785,a music stream segregation system based on adaptive multi agents,TRUE,FALSE,TRUE,FALSE,2
12786,dat flow abstraction levels and specifications for communications switching systems,TRUE,FALSE,TRUE,FALSE,3
12787,schema mapping as query discovery,TRUE,FALSE,TRUE,FALSE,1
12788,edmas a locally distributed mail system,FALSE,TRUE,FALSE,FALSE,6
12789,a multi resolution pyramid for outdoor robot terrain perception,FALSE,TRUE,FALSE,FALSE,6
12790,eigen trend trend analysis in the blogosphere based on singular value decompositions,FALSE,TRUE,FALSE,FALSE,6
12791,unified dynamic hashing,TRUE,FALSE,TRUE,FALSE,1
12792,dd lite efficient incremental search with state dominance,TRUE,FALSE,FALSE,TRUE,2
12793,chameleon adaptive selection of collections,TRUE,FALSE,FALSE,TRUE,3
12794,sparse multi scale grammars for discriminative latent variable parsing,FALSE,TRUE,FALSE,FALSE,6
12795,vocabularies for problem solver state descriptions,TRUE,FALSE,TRUE,FALSE,2
12796,gradient descent with sparsification an iterative algorithm for sparse recovery with restricted isometry property,FALSE,TRUE,FALSE,FALSE,6
12797,extending complex ad hoc olap,TRUE,FALSE,TRUE,FALSE,0
12798,adaptive algorithms for balanced multidimensional clustering,TRUE,FALSE,TRUE,FALSE,1
12799,beyond classification and ranking constrained optimization of the roi,FALSE,TRUE,FALSE,FALSE,6
12800,reconstructing chemical reaction networks data mining meets system identification,TRUE,FALSE,FALSE,TRUE,0
12801,the power method a comprehensive estimation technique for multi dimensional queries,TRUE,FALSE,TRUE,FALSE,0
12802,show me the money deriving the pricing power of product features by mining consumer reviews,FALSE,TRUE,FALSE,FALSE,6
12803,mixed mode xml query processing,TRUE,FALSE,TRUE,FALSE,1
12804,an xml based document suite,FALSE,TRUE,FALSE,FALSE,6
12805,spiteful bidding in sealed bid auctions,TRUE,FALSE,TRUE,FALSE,2
12806,explanatory text planning in logic based systems,TRUE,FALSE,TRUE,FALSE,4
12807,generating hierarchical semantic networks froma natural language discourse,FALSE,TRUE,FALSE,FALSE,6
12808,composing real time systems,TRUE,FALSE,FALSE,TRUE,2
12809,mining rich session context to improve web search,TRUE,FALSE,TRUE,FALSE,0
12810,modeling semantic constraints with logic in the earl data model,FALSE,TRUE,FALSE,FALSE,6
12811,parallel multiple context free grammars finite state translation systems and polynomial time recognizable subclasses of lexical functional grammars,FALSE,TRUE,FALSE,FALSE,6
12812,estimation of statistical translation models based on mutual information for ad hoc information retrieval,TRUE,FALSE,TRUE,FALSE,0
12813,xmill an efficient compressor for xml data,TRUE,FALSE,TRUE,FALSE,1
12814,the impact of database selection on distributed searching,FALSE,TRUE,FALSE,FALSE,6
12815,a flexible framework for engineering my portals,FALSE,TRUE,FALSE,FALSE,6
12816,a majorization minimization algorithm for multiple hyperparameter learning,TRUE,FALSE,TRUE,FALSE,2
12817,evaluation of an extraction based approach to answering definitional questions,FALSE,TRUE,FALSE,FALSE,6
12818,a simple and effective hierarchical phrase reordering model,TRUE,FALSE,TRUE,FALSE,4
12819,mining framework usage changes from instantiation code,TRUE,FALSE,TRUE,FALSE,3
12820,utilizing inter passage and inter document similarities for re ranking search results,FALSE,TRUE,FALSE,FALSE,6
12821,functional specifications of subsystem for database integrity,FALSE,TRUE,FALSE,FALSE,6
12822,ailp abductive inductive logic programming,TRUE,FALSE,TRUE,FALSE,2
12823,p3vi a partitioned prioritized parallel value iterator,TRUE,FALSE,TRUE,FALSE,2
12824,detecting graph based spatial outliers algorithms and applications a summary of results,TRUE,FALSE,TRUE,FALSE,0
12825,analytical and empirical evaluation of software reuse metrics,TRUE,FALSE,TRUE,FALSE,3
12826,an object oriented extension of xml for autonomous web applications,TRUE,FALSE,TRUE,FALSE,0
12827,lexical choice in context generating procedural texts,TRUE,FALSE,TRUE,FALSE,4
12828,a type system for well founded recursion,FALSE,TRUE,FALSE,FALSE,6
12829,mining generalized association rules,TRUE,FALSE,TRUE,FALSE,1
12830,clustering categorical data an approach based on dynamical systems,FALSE,TRUE,FALSE,FALSE,6
12831,report on the models of trust for the web workshop mtw06,TRUE,FALSE,TRUE,FALSE,1
12832,incremental database systems databases from ground up,TRUE,FALSE,FALSE,TRUE,1
12833,adaptive ranking of web pages,TRUE,FALSE,TRUE,FALSE,0
12834,product retrieval for grocery stores,FALSE,TRUE,FALSE,FALSE,6
12835,midst model independent schema and data translation,FALSE,TRUE,FALSE,FALSE,6
12836,p ring an efficient and robust p2p range index structure,FALSE,TRUE,FALSE,FALSE,6
12837,a combination of trie trees and inverted files for the indexing of set valued attributes,FALSE,TRUE,FALSE,FALSE,6
12838,generalizing the bias term of support vector machines,FALSE,TRUE,FALSE,FALSE,6
12839,high performance hardware for database systems,FALSE,TRUE,FALSE,FALSE,6
12840,revisiting probabilistic models for clustering with pair wise constraints,TRUE,FALSE,TRUE,FALSE,2
12841,sparse code motion,FALSE,TRUE,FALSE,FALSE,6
12842,towards automated performance tuning for complex workloads,FALSE,TRUE,FALSE,FALSE,6
12843,a theoretical framework for learning bayesian networks with parameter inequality constraints,TRUE,FALSE,TRUE,FALSE,2
12844,near optimal anytime coalition structure generation,TRUE,FALSE,TRUE,FALSE,2
12845,listening to programmers   taxonomies and characteristics of comments in operating system code,TRUE,FALSE,TRUE,FALSE,3
12846,local reasoning about a copying garbage collector,TRUE,FALSE,FALSE,TRUE,3
12847,using flexible transactions to support multi system telecommunication applications,TRUE,FALSE,TRUE,FALSE,1
12848,provisions and obligations in policy management and security applications,TRUE,FALSE,TRUE,FALSE,1
12849,denotational semantics using an operationally based term model,TRUE,FALSE,TRUE,FALSE,3
12850,a virtual lab to accompany cs1 and cs2,FALSE,TRUE,FALSE,FALSE,6
12851,a decision theoretic model for stress recognition and user assistance,FALSE,TRUE,FALSE,FALSE,6
12852,application specification for distributed data base systems,TRUE,FALSE,FALSE,TRUE,1
12853,improving raid performance using a multibuffer technique,TRUE,FALSE,FALSE,TRUE,1
12854,efficient secure query evaluation over encrypted xml databases,FALSE,TRUE,FALSE,FALSE,6
12855,efficient algorithms for processing xpath queries,TRUE,FALSE,TRUE,FALSE,1
12856,an extension of unification to substitution with an application to automatic theorem proving,FALSE,TRUE,FALSE,FALSE,6
12857,retrieval sensitivity under training using different measures,TRUE,FALSE,FALSE,TRUE,0
12858,exactly how good are heuristics toward a realistic predictive theory of best first search,TRUE,FALSE,TRUE,FALSE,2
12859,action relations in rationale clauses and means clauses,FALSE,TRUE,FALSE,FALSE,6
12860,evaluation of hierarchical clustering algorithms for document datasets,TRUE,FALSE,TRUE,FALSE,0
12861,semi supervised metric learning using pairwise constraints,TRUE,FALSE,TRUE,FALSE,2
12862,characterization of risky projects based on project managers evaluation,TRUE,FALSE,TRUE,FALSE,3
12863,lexical and grammatical inference,TRUE,FALSE,FALSE,TRUE,2
12864,a uniform indexing scheme for object oriented databases,TRUE,FALSE,FALSE,TRUE,1
12865,efficiently evaluating complex boolean expressions,FALSE,TRUE,FALSE,FALSE,6
12866,fast concurrent reinforcement learners,FALSE,TRUE,FALSE,FALSE,6
12867,reasoning with lines in the euclidean space,FALSE,TRUE,FALSE,FALSE,6
12868,a note on minimal covers,TRUE,FALSE,TRUE,FALSE,1
12869,a method for automatic pos guessing of chinese unknown words,FALSE,TRUE,FALSE,FALSE,6
12870,noise tolerant conceptual clustering,FALSE,TRUE,FALSE,FALSE,6
12871,transposition algorithms on very large compressed databases,TRUE,FALSE,TRUE,FALSE,1
12872,a new approach to text searching,TRUE,FALSE,TRUE,FALSE,0
12873,global nested transaction management for odmg compliant multi database systems,TRUE,FALSE,TRUE,FALSE,0
12874,statsnowball a statistical approach to extracting entity relationships,TRUE,FALSE,FALSE,TRUE,0
12875,domain kernels for word sense disambiguation,FALSE,TRUE,FALSE,FALSE,6
12876,ghostdb hiding data from prying eyes,FALSE,TRUE,FALSE,FALSE,6
12877,dual coding theory and connectionist lexical selection,FALSE,TRUE,FALSE,FALSE,6
12878,mining phenotypes and informative genes from gene expression data,FALSE,TRUE,FALSE,FALSE,6
12879,low cost high performance translation retrieval dumber is better,TRUE,FALSE,TRUE,FALSE,4
12880,learning translation templates from bilingual text,TRUE,FALSE,TRUE,FALSE,4
12881,finding hierarchical heavy hitters in data streams,FALSE,TRUE,FALSE,FALSE,6
12882,ica and isa using schweizer wolff measure of dependence,FALSE,TRUE,FALSE,FALSE,6
12883,supporting industrial hyperwebs lessons in scalability,FALSE,TRUE,FALSE,FALSE,6
12884,a semantic approach to ie pattern induction,TRUE,FALSE,TRUE,FALSE,4
12885,multext multilingual text tools and corpora,FALSE,TRUE,FALSE,FALSE,6
12886,flexible and efficient access control in oracle,FALSE,TRUE,FALSE,FALSE,6
12887,understanding of stories for animation,TRUE,FALSE,TRUE,FALSE,4
12888,representing and integrating linguistic knowledge,FALSE,TRUE,FALSE,FALSE,6
12889,mind the data skew distributed inferencing by speeddating in elastic regions,TRUE,FALSE,TRUE,FALSE,0
12890,grounding abstractions in predictive state representations,FALSE,TRUE,FALSE,FALSE,6
12891,independent factor topic models,TRUE,FALSE,TRUE,FALSE,2
12892,fast range summable random variables for efficient aggregate estimation,FALSE,TRUE,FALSE,FALSE,6
12893,systematically refactoring inheritance to delegation in java,TRUE,FALSE,TRUE,FALSE,3
12894,new admissible heuristics for domain independent planning,TRUE,FALSE,TRUE,FALSE,2
12895,extracting the names of genes and gene products with a hidden markov model,TRUE,FALSE,FALSE,TRUE,4
12896,gblender towards blending visual query formulation and query processing in graph databases,FALSE,TRUE,FALSE,FALSE,6
12897,teaching computer security at a small college,FALSE,TRUE,FALSE,FALSE,6
12898,psychological issues in data base management,FALSE,TRUE,FALSE,FALSE,6
12899,a learning curve based simulation model for software development,TRUE,FALSE,TRUE,FALSE,3
12900,reducing and estimating the cost of test coverage criteria,FALSE,TRUE,FALSE,FALSE,6
12901,triangulation without translation,TRUE,FALSE,TRUE,FALSE,0
12902,integrating compression and execution in column oriented database systems,TRUE,FALSE,TRUE,FALSE,1
12903,consistency checking within embedded design languages,FALSE,TRUE,FALSE,FALSE,6
12904,characterizing data complexity for conjunctive query answering in expressive description logics,TRUE,FALSE,TRUE,FALSE,2
12905,leveling the cs1 playing field,FALSE,TRUE,FALSE,FALSE,6
12906,scalable semantic web data management using vertical partitioning,TRUE,FALSE,TRUE,FALSE,1
12907,plop hashing a grid file without directory,TRUE,FALSE,TRUE,FALSE,1
12908,ghostdb querying visible and hidden data without leaks,TRUE,FALSE,TRUE,FALSE,1
12909,a dynamic language model based on individual word domains,TRUE,FALSE,TRUE,FALSE,4
12910,sampling time based sliding windows in bounded space,TRUE,FALSE,TRUE,FALSE,1
12911,continually evaluating similarity based pattern queries on a streaming time series,TRUE,FALSE,FALSE,TRUE,1
12912,diasumm flexible summarization of spontaneous dialogues in unrestricted domains,FALSE,TRUE,FALSE,FALSE,6
